categoria,id_reseña,Fecha,Título,Contenido,Empresa,Calificación
Banco,CaixaBank_N112,2025-08-22 12:40:07+00:00,Lentos en las gestiones,"Llevo 3 semanas esperando por un certificado de saldo, es una vergüenza",CaixaBank,1.0
Banco,CaixaBank_N111,2025-08-22 12:37:26+00:00,Muy decepcionada con CaixaBank.,"Muy decepcionada con CaixaBank. Después de dos meses llevando y trayendo documentos, finalmente me dijeron que no podía tener una Imagin Cuenta porque tengo más de 30 años. Sin embargo, mi esposo sí la tiene, lo cual demuestra la falta de coherencia en sus criterios. Además, en otra sucursal me informaron que lo único necesario era activar la función KYC desde la oficina, pero en la sucursal de Virrei Amat se negaron a ayudarme y la atención fue muy poco profesional. Me parece una gran falta de seriedad y de organización por parte de CaixaBank. Muy mala experiencia.",CaixaBank,1.0
Banco,CaixaBank_N110,2025-08-22 09:30:49+00:00,Puedo decir con la verdad en la mano…buitres,"Puedo decir con la verdad en la mano que me han quitado dinero de un seguro de vida ,faltan 600 euros y de mi incapacidad absoluta se han quedado con 50000 euros porque no tengo medios para ir a juicio.No tienen vergüenza y son una panda de buitres",CaixaBank,1.0
Banco,CaixaBank_N109,2025-08-21 16:24:49+00:00,Arriba las manos,"La primera de las consideraciones a tener en cuenta en seguridad en NO dejarles jamás dinero. Ellos cambian las reglas a su antojo para desplumarte tanto como puedan. Su producto de ""Si no vienes a la oficina y lo haces desde la web no te cobramos nada"" debería acabar ""hasta que lo necesites"". Cada vez que usas un servicio web, SORPRESA, tiene cargo, comisión o como en ese momento puedan llamarlo para cobrarlo ""legalmente"". Entiendo que tengan tanto miedo de que les roben hasta los bolis, hacen honor a aquello de ""Piensa el ladrón....""",CaixaBank,1.0
Banco,CaixaBank_N108,2025-08-21 11:59:10+00:00,NO CONTRATAR NADA CON ELLOS,"El motivo de mi reclamaciones el reembolso de una cantidad que se me cobró indebidamente. Antes del cierre del mes de julio, realicé una amortización total del importe total pendiente que mantenía con ellos, y sin embargo, , me cobraron nuevamente. Reclame por escrito y telefónicamente, con una fecha límite para resolver este asunto por escrito, y hasta la fecha seguimos sin una solución concreta. Procedo a formalizar reclamación ante consumo, y redes sociales para advertir a otros usuarios sobre su nefasta gestión. Además nos metieron una tarjeta revolving sin ninguna explicación. Dejar constancia de que comunicamos con servicio de atención al cliente en más de 20 ocasiones, y lamentablemente, no tienen capacidad de resolver , con un nivel de servicio deficiente y altamente insatisfactorio, lo que me lleva A NO contratar sus servicios en el futuro.",CaixaBank,1.0
Banco,CaixaBank_N107,2025-08-20 19:32:00+00:00,LADRONES,"No puedo expresar con palabras la indignacion que siento con este banco o financiera. ESTAFA. Recibo que devolví por error, cuando me advirtieron para pagarlo, se habia convertido en 35,41 euros, lo cual es un castigo de mas del 75%. Siento que sea la financiera de la Tarjeta Ikea, cancelo dicha tarjeta hasta que Ikea deje de trabajar con ladrones.",CaixaBank,1.0
Banco,CaixaBank_N106,2025-08-20 10:12:48+00:00,Fraude,"Me han cobrado por un servicio de caixabank (misma corporacion ) que tenia de baja , y cuando fui a pedir explicaciones me envian a una oficina fuera de mi ciudad en medio de sonrisas no tan amigables.",CaixaBank,1.0
Banco,CaixaBank_N105,2025-08-14 12:41:17+00:00,Es una vergüenza de entidad,Es una estafa .... He sido cliente de caixabank con una muy mala experiencia a raíz de un problema que he tenido con una operación con TPV... una venta normal a un cliente con tarjeta American Express con lectura de pin o sea una operación complemente normal.... pues bien el cliente reclamó en su banco que la operación había sido irregular y sin lectura de pin.... evidentemente presenté al banco los tikets del tpv donde especificaba (OPERACION CON PIN FIRMA NO NECESARIA) y y facturas simplificadas por importe de 1140 euros y evidentemente el director sucursal de la cual yo era cliente (sucursal de las Caldas en Ourense) me dio la razón y que todo estaba correcto... pues para sorpresa esta mafia de banco se ha apropiado indebidamente de mi dinero alegando que fue un error de la central y que tenía que poner una reclamación.... con lo cual me dirigí a mi abogado y no pase una reclamación sino UNA DENUNCIA POR LA VIA PENAL CONTRA ESTA CHUSMA Y CONTRA MI CLIENTE ... No se os ocurra contratar un tpv de la caixa porque es otra empresa quien los gestiona COMERCIA GLOBAL PAYMENTS y OS GARANTIZO QUE VAIS A TENER ALGUN PROBLEMA EN CIALQUIER MOMENTO....,CaixaBank,1.0
Banco,CaixaBank_N104,2025-08-12 15:59:32+00:00,solo quieren tu dinero,"solo quieren tu dinero , y no hacen nada por ti , comisiones super altas",CaixaBank,1.0
Banco,CaixaBank_N103,2025-08-10 03:30:39+00:00,ASCO,Buenas noches. Es una auténtica vergüenza que inauguran el mismo día un pabellón po4 todo lo alto con animadoras cuando es una vergüenza que a día 10 no pagasen el paro!!! Sus neveras a reventar y los demás del aire. Me iré de caixabank pq hay bancos que pagaron el 6 de agosto? ASCO,CaixaBank,1.0
Banco,CaixaBank_N102,2025-08-09 05:17:40+00:00,60 euros trimestrales por ser pobre,"No solo te cobran 240 euros!!!! al año por tener la cuenta y NO ingresar una nomina (cada mes he estado ingresando la ayuda familiar hasta hace 2 meses que he dejado de cobrar), sino que encima, les hago una consulta, Vanessa se equivoca, pregunto en ventanilla y me acabo de dar cuenta de que me han cobrado 2 euros por servicio de ventanilla!!! jajaj. Sois unos usureros!!!",CaixaBank,1.0
Banco,CaixaBank_N101,2025-08-08 11:08:31+00:00,Usura en el 2025,"Esto no es un banco enfocado al cliente, en un banco enfocado a desplumar a los pobres incautos que tenemos la mala suerte acabar en su telarañas de mentiras, comisiones y más comisiones.",CaixaBank,1.0
Banco,CaixaBank_N100,2025-08-07 13:01:58+00:00,Más nefasto no ha podido ser la…,"Me dice mi señora esto: ""Más nefasto no ha podido ser la atención recibida en la oficina de Calle Virgen de Montiel, 4 de Paterna. Nula empatía. Para saber el saldo de un primo mío que falleció hace 10 años, y del que ya se hicieron todas las gestiones respecto a la herencia.....va y me dice la señora ,que aporte el saldo a fecha de su fallecimiento. Me he echado a reír y me ha recordado la novela del proceso ,de Franz kafka. Una señora que tiene delante un ordenador y toda la base de datos de Caixabank para consultar... Y me pide a mí el saldo de mi primo fallecido hace 10 años. Así mismo, me dice que mi oficina no es esta donde estoy domiciliado que es donde yo abrí la cuenta en Valencia. Que se tiran las culpas unos a otros, despeje de balones, etc . Creo que no tienen mucha idea de su trabajo, falta de formación y de ganas de atender al público. Y muy malas caras y formas. No recomiendo esta oficina",CaixaBank,1.0
Banco,CaixaBank_N99,2025-08-06 20:50:32+00:00,Me han dejado los intereses hace dos meses y no responden por teléfono ni en la app,"Llevo días llamando al 900 y enviando mensajes a través de la app porque bien listos que son para cobrar, pero por el dinero que tienen que pagarme a mi desde hace dos meses, ni responden , ni lo solucionan. Me voy a otra entidad donde valoren ser fiel clienta durante 25 años. Terrible el tal Ed que solo responde con excusas para no trabajar, en vez de con opciones o soluciones oucionrs",CaixaBank,1.0
Banco,CaixaBank_N98,2025-08-06 13:05:15+00:00,Son incapaces de resolver cualquier…,"Son incapaces de resolver cualquier problema. Nadie habla ni inglés ni francés ni ningun otro idioma. Hemos tenido problemas con la tarjeta de crédito (que si tenía saldo) en nuestras vacaciones en Portugal y después de llamar por teléfono más de 20 veces, nadie arregló nada. Vamos a cerrar la cuenta por supuesto y no aconsejo a nadie tener una cuenta este ""banco""",CaixaBank,1.0
Banco,CaixaBank_N97,2025-08-01 21:39:39+00:00,El peor banco! (Abril 2023),"Es un banco que los clientes hemos pasado a ser únicamente números . En 2018 yo cobraba el paro y me descontaban las comisiones, de golpe empezaron a cobrarme por todo (solo faltaba que me cobraran por acceder a la web) Y me fuí. Pero en 2023 perdí a mi madre y era clienta de este banco desde jovencita, a las cuentas de ella pasaron a nombre de los tres hijos. Yo en ese momento solicité salir de la cuenta y me dijeron que debíamos esperar 15 días e ir todos los hijos. Le dije que no era cierto ya que la ley no decía eso. Acabé denunciando a la entidad al Banco de España, ya que la ley dice que no te pueden cobrar un importe sin asociarlo a un servicio y con previo conocimiento del titular y siempre que se pueda acreditar dicho conocimiento (me cobraban comisiones de esas cuentas) y que al no cerrar la cuenta no era necesario la presencia de todos los titulares para salirme de esas cuentas. Al cabo de dos meses con solo un requerimiento del Banco de España, este banco me borraba como cliente y sin poderme cobrar nada.",CaixaBank,1.0
Banco,CaixaBank_N96,2025-08-01 11:30:34+00:00,Estar atentos os van a robar,"Estar atentos os van a robar , me dan la ayuda vital de 630 euros cada mes , y me cobran 60 euros por cuota día a día , teniendo recibos y nunca estando la cuenta a descubierto, son unos sin vergüenzas, cobrando yo la ayuda vital por qué tarda 3 años en llegar mi juicio contra el tribunal medico porque tengo una neuralgia del trigemino Crónica,",CaixaBank,1.0
Banco,CaixaBank_N95,2025-07-31 17:06:17+00:00,Esto no es un banco,"Esto no es un banco, es un grupo de ladrones. Desde que abrí una cuenta me han estado quitando el dinero con o sin motivo. Imagínate que en una semana he pagado más de 100€ en comisiones con una tarjeta de crédito gratuita. Roban el dinero y ponen una marca de pago de tarifa, pero esta semana presentaré una demanda contra ellos. Debemos limpiar este mundo de todos los tontos, tramposos y ladrones. La vida es muy difícil con ellos y se han extendido por todos los ámbitos.",CaixaBank,1.0
Banco,CaixaBank_N94,2025-07-29 18:39:10+00:00,Decepcionante Caixabank,"Caixabank ha cambiado mucho desde que era -la caixa-, ahora te engañan con los seguros, inversiones, yo he perdido mucho en 4 años, los agentes solo quieren vender no te solucionan al contrario, en cuanto pueda me cambio de banco y eso que a mis 63 años tengo cuenta desde pequeña alli, creo que somos muchos clientes en este sentido",CaixaBank,1.0
Banco,CaixaBank_N93,2025-07-28 12:40:47+00:00,Es dificilísimo hablar con un agente,"Es dificilísimo hablar con un agente. Hasta los mismísimos de la p..,. inteligencia artificial y robots variados. Tardo muchos minutos en que me deriven a un agente, y después la espera hasta que alguno me coja el teléfono. Por otra parte, cómo que solo se pueden consultar movimientos de los últimos 2 años? Una basura.",CaixaBank,1.0
Banco,CaixaBank_N92,2025-07-27 20:46:27+00:00,La CAIXA,Mejoraria si no hubiera gente que engana a la tercera edad con prestamos aqui en mi ciudad ya an cerrado 4 oficinas por denunciar el robo de poder vivir LADRONES,CaixaBank,1.0
Banco,CaixaBank_N91,2025-07-25 11:06:37+00:00,TestamentariaDesde que han externalizado el…,"Desde que han externalizado el departamento de testamentaria funciona fatal, dificil hablar con ellos, la mayoria de veces ni contestan y encima con la aceptacion de herencia entregada va y dos veces ellos hacen el dictamen mal, otra vez a perder alguna semana y otra vez a explicarlo y otra vez mal…..",CaixaBank,1.0
Banco,CaixaBank_N90,2025-07-20 08:29:10+00:00,CAIXABANK NO CUIDA NI RESPETA A SUS CLIENTES SOLO SOMOS UN NUMERO DE EXPEDIENTE,"Debido a mi situacion financiera tras mucho negociar y puesto que están acogidos al cbp,je, me concedieron una moratoria psra la hipoteca después de un tiempo me reclaman unos intereses cantidad que no tengo intento hablar con mi oficina quienes desconocen mi expediente hablo con recuperaciones y me dicen que ya esta judicializado y ahora he recibido una citación para un juicio y a través del abogado asignado estamos intentando negociar pero no quieren solo que deje el bien tienen una fundación con ayudas pero luego quitan casas y dejan familias en la calle, el desconocimiento de cada expediente y la falta de comunicación e información entre departamentos es increíble.no contrateis nada con ellos hay otras entidades más fiables , profesionales y transparentes que caixabank donde la fusión ha hecho estragos con la mezcolanza de trabajadores y diferentes maneras de trabajar.que falta de criterio y profesionalismo.",CaixaBank,1.0
Banco,CaixaBank_N89,2025-07-17 20:37:00+00:00,es un banco que cuando tienes problemas…,"es un banco que cuando tienes problemas ellos te ponen mas,fui a cerrar la cuenta y habían hecho cosas que yo no había dado órdenes,luego estuve 3 dias consecutivos intentando cerrar la cuenta por que siempre tenían problemas,y luego me dicen una vez cerrada la cuenta despues de mas de 20 años con ellos que debo de pagar 60 euros por cerrar mi cuenta,maximos ladrones,recomiendo irse a ing,estos son de lo peor.",CaixaBank,1.0
Banco,CaixaBank_N88,2025-07-17 11:57:22+00:00,Jamás nunca,"Jamás nunca, que no se os ocurra financiar algo con caixabank. Muuuucho problemas con facilitea, me.gaste 2100€ en una tele y ya venía estropeada. La arreglaron una y otra vez como si tiene 2 años, cuando lo normal es cambiarla por una nueva.... muy sinvergüenzas son mucho cuidadao",CaixaBank,1.0
Banco,CaixaBank_N87,2025-07-15 14:38:07+00:00,No optéis por este banco,"Si tenéis oportunidad, no se os ocurra confiar en este banco",CaixaBank,1.0
Banco,CaixaBank_N86,2025-07-15 10:06:16+00:00,UNA VERGÜENZA,"Desde q hicieron cambios y pusieron solo “cafeterias” la atención es una basura, hay muy pocas personas atendiendo para muchos clientes, para todo hay q pedir cita y siempre hacer mucha cola, una vergüenza para uno de los mejores bancos de España, antes era de confianza, ahora es una basura de las gordas, supongo q los dueños se estarán llenando los bolsillos más q nunca, pero sus trabajadores, y, sobretodo, sus clientes tienen una experiéncia malísima, y no hablemos de la gente mayor q va al banco y tiene q hacer grstiones sola, lo dicho, UNA VERGÜENZA",CaixaBank,1.0
Banco,CaixaBank_N85,2025-07-14 23:12:59+00:00,Mala,Mala. Es muy abusivo el trato y cancelaré mis servicios y productos contratados con ellos,CaixaBank,1.0
Banco,CaixaBank_N84,2025-07-14 11:55:50+00:00,"Un desastre total, sin paliativos","Qué asco de Banco !!!! Me cobran comisiones indebidas, nme bloquean la cuenta sin más explicaciones durante varios días y no tengo ni un solo interlocutor que me lo aclare y mucho menos que los solucione, me es imposible hablar con la directora de la oficina tras tres solicitudes de cita.....o sea, pasan de todo como si fuera una escoria de cliente. En atención al cliente telefónica me han atendido rápida y amablemente pero no me han solucionado nunca absolutamente nada. NO HE TENIDO UNA EXPERIENCIA BANCARIA MAS NEFASTA QUE CON ESTA ENTIDAD EN 45 AÑOS. Pero tranquilos, que poco a poco voy a migrar con todo a otro banco desde ya....será por entidades disponibles !!!!!!",CaixaBank,1.0
Banco,CaixaBank_N83,2025-07-14 08:18:30+00:00,Han dejado que me roben,"Buenos días os cuento mi experiencia, mi expareja y yo dejamos la relación , él fue al banco y en Caixabank firmó un papel junto a mí gestora para desvincularse de la cuenta pero no se le canceló la tarjeta y se la llevó, un año después ha pedido un crédito con ella en la cuenta en la que yo estoy sola y yo lo estaba pagando hasta que me di cuenta. Inmediatamente bajé a la Caixa y cancelaron la tarjeta, tarde ! A él le denuncié en el juzgado de lo penal y a la Caixa los denuncié a través del Banco de España La Caixa contestó que ya había solucionado el problema y el Banco de España ha dicho que de acuerdo ,han archivado el caso ,yo ahora me tengo que ver con este tío en un juzgado al que no quería ver ni en pintura y ahora me da miedo tener mi dinero en CaixaBank porque veo que tienen fallos de seguridad y que no se hacen responsables. No recomiendo Caixabank a nadie .",CaixaBank,1.0
Banco,CaixaBank_N82,2025-07-13 14:06:54+00:00,Me roban 100e el cajero impunemente MeElm sábado se tragajero 100 e…,El sábado se trago el cajero 100 e después de ingresarlos y no figuran en mi cuenta por problemas técnicos.Y si luego me dicen que no estaban qué hago...?,CaixaBank,1.0
Banco,CaixaBank_N81,2025-07-13 11:11:17+00:00,A Coruña,"A Coruña: Nos han dejado sin cajero en todo el barrio de Monte Alto. Todo un código postal, 15002, sin cajero automático. Como tenemos con ellos la hipoteca, lo que hago es pasarme prácticamente toda la nómina a ING para poder acceder a mí dinero en efectivo porque ellos si que tienen alquilados cajeros para tener efectivo sin pagar por ello. Y que les den morcilla a los de la Virgen del Puño de CaixaBank.",CaixaBank,1.0
Banco,CaixaBank_N80,2025-07-11 21:50:08+00:00,Muy mal,"Mal, cobra por todo además te obliga nómina si no te cobra 60€",CaixaBank,1.0
Banco,CaixaBank_N79,2025-07-10 13:08:58+00:00,"Urgent Client Complaint Against CaixaBank – Public Humiliation, Discrimination, and Institutional Silence","Después de más de 16 años como clienta fiel de CaixaBank, fui víctima —junto con mi esposo— de un trato humillante y discriminatorio en su sucursal de Avenida Diagonal – Carlos III, 621, Barcelona. Simplemente acudimos a solicitar información sobre mi cuenta. Sin embargo, el personal de atención nos gritó públicamente, y el director de la oficina nos acusó de mentir, nos ordenó abandonar la sucursal y llamó a seguridad. Frente a otros clientes, nos dijeron explícitamente: > ""Son extranjeros, no nos importa lo que digan."" Este trato es inaceptable en cualquier entidad financiera. Como ejecutivos internacionales con trayectoria en EE.UU., Oriente Medio y Europa, jamás habíamos vivido una situación tan denigrante. He presentado una reclamación formal a CaixaBank y me he intentado comunicar directamente con el CEO, el Sr. Gonzalo Gortázar, y su equipo ejecutivo, sin haber recibido respuesta ni disculpa alguna. Por ello, estoy escalando este caso a: Banco de España ADICAE (Asociación de Usuarios de Banca) Medios de comunicación y redes profesionales internacionales Estoy disponible para entrevistas o para aportar pruebas documentales.",CaixaBank,1.0
Banco,CaixaBank_N78,2025-07-09 20:33:01+00:00,DESASTRE TOTAL,"Buenas tardes, Mi madre es cliente de CaixaBank desde hace unos 55 años. Esta mañana hemos acudido a la oficina de Sierra Toledana a pagar unas plusvalías generadas por el fallecimiento de mi padre y con la carta de pago en la mano me dicen que no pueden hacerlo, que no lo coje, ni dentro de la oficina ni el cajero de fuera y que me vaya a otra entidad. Mi madre hasta el momento no tiene cuenta en otra entidad. Hemos tenido que ir a buscar otro banco donde me pudieran hacer esta operación. Me parece vergonzoso que te den una patada para que te busques la vida y que no se molesten lo más mínimo en solucionarte el problema, me parece vergonzoso que después de tantos años, la atención en esa oficina, los conocimientos y actitud de sus empleados sea tan nefasta. No es la primera vez que tenemos problemas por la ineptitud de sus empleadas.",CaixaBank,1.0
Banco,CaixaBank_N77,2025-07-08 09:57:23+00:00,Ojito a la oficina de Avenida de…,"Ojito a la oficina de Avenida de Segovia en Valladolid, junto al túnel de las delicias. No pueden ser más incompetentes. Cualquier gestión es un mundo para ellos, y ya si vas a anular una cuenta, apaga y vámonos. 2 años hemos tardado mis hermanas y yo en poder conseguirlo. Lo dicho. Si no queréis trabajar, pedís una ayudita y os quedais en casa. Al menos la mantendremos limpia",CaixaBank,1.0
Banco,CaixaBank_N76,2025-07-07 13:28:51+00:00,INTERESES ABUSIVOS,"Es una verguenza la cantidad de intereses que te cobran por una financiación, un engaño y estafa a toda regla, a parte de esto, cancelas la financiación cumpliendo los meses de permanencia que te dan (18 meses) y aun asi te cobran por cancelarlo e intereses de los dias hasta que pagues el total del coche. He tenido que vender mi coche de19 meses al concesionario donde lo compre por el abusivo interés que te cobran, perdiendo dinero. JAMAS JAMAS Y JAMAS VOLVERIA A FINANCIAR CON ESTA EMPRESA",CaixaBank,1.0
Banco,CaixaBank_N75,2025-07-07 10:25:53+00:00,lo peor.,"lo peor. no solamente no facilitan las gestiones, es que te interrumpen. Visito todos los dias la oficina de caixa en Ceuti Murcia y cada dia es un tormento, los/las empleados son ineptos y la directora una gi- li- inútil. cuento los dias para que mi jefe cierre todas las cuentas de ésta entidad",CaixaBank,1.0
Banco,CaixaBank_N74,2025-07-05 15:31:25+00:00,Me han cobrado dos meses recibos…,"Me han cobrado dos meses recibos doble, he llamado a atención al cliente y directamente cuando estábamos entablando una conversación, me ha hablado con desprecio y me ha colgado, creo que la atención al cliente es resolver dudas o por lo menos un buen trato, me deja mucho que desear , por estos motivos, cambié mi nómina de banco, son la mayoría irrespetuosos con los clientes",CaixaBank,1.0
Banco,CaixaBank_N73,2025-04-09 13:53:23+00:00,Atención al cliente pésima,"Atención al cliente pésima, mal trato de la señorita que me atendió de manera poco educada y desagradable. Me puso mil pegas para realizar un ingreso pequeño a una cuenta de su caja, pretendía que me fuese a mi banco para realizar una transferencia. Ni trabajo, ni pienso trabajar con ellos en el futuro",CaixaBank,1.0
Banco,CaixaBank_N72,2025-04-07 23:09:30+00:00,Creo que es el peor banco que…,"Creo que es el peor banco que hay!Despues de tantos años con ellos,no tienes ningun beneficio!",CaixaBank,1.0
Banco,CaixaBank_N71,2025-04-06 12:25:38+00:00,ES EL PEOR BANCO QUE CONOZCO,"ES EL PEOR BANCO QUE CONOZCO. NO TE FACILITAN PARA NADA LAS COSAS. SE ME BLOQUEÓ ACCESO A BANCA ONLINE Y NO TENGO TARJETA. AL SER CLIENTE ANTIGUO DE BANKIA, NO ME DAN EL ACCESO POR TELÉFONO , TENGO QUE IRME A UNA OFICINA, EN MI HORARIO DE TRABAJO. EL TRATO PÉSIMO.",CaixaBank,1.0
Banco,CaixaBank_N70,2025-04-05 00:59:29+00:00,Son unos estafadores ningúna promocion…,Son unos estafadores ningúna promocion cumplen encima la interfaz va lentísima no recomiendo para nada este banco,CaixaBank,1.0
Banco,CaixaBank_N69,2025-04-03 19:36:27+00:00,Los fondos de inversión que me…,Los fondos de inversión que me recomendaron los gestores profesionales son una tomadura de pelo. Más vale tener el dinero parado. Mucho morro.,CaixaBank,1.0
Banco,CaixaBank_N68,2025-04-03 14:22:58+00:00,La peor entidad bancaria que existe,"La peor entidad bancaria que existe. Me robaron la tarjeta y todos mis ahorros y en vez de indemnizar, te culpan de todo",CaixaBank,1.0
Banco,CaixaBank_N67,2025-04-02 18:48:28+00:00,Falta de claridad y apoyo en la atención al cliente,"Contratamos un seguro de hogar con CaixaBank para un piso que alquilábamos anteriormente. En ningún momento se nos informó de que se trataba de un contrato con una duración de tres años. Reconocemos que tampoco nos fijamos en ese detalle al principio. Hasta ahí, lo entendemos. El problema comenzó cuando nos mudamos a una nueva vivienda y, al contratar la hipoteca bonificada con otro banco, tuvimos que hacer el seguro de hogar a través de otro canal. Al intentar cancelar el seguro anterior, nos informaron de que no era posible porque estábamos vinculados durante tres años. Además, nos dijeron que para evitar la renovación automática de la póliza era necesario solicitar la baja con al menos un mes de antelación. Seguimos esta indicación: llamamos en abril (nuestra póliza se renueva en julio), pero entonces nos sorprendió que nos dijeran que solo podríamos solicitar la baja en junio. Esta contradicción entre lo que indica el servicio de atención telefónica y la información publicada en la propia web de CaixaBank genera confusión e inseguridad. Solicitamos una hoja de reclamaciones y nos dijeron que no la tenían y que debíamos hacer el trámite presencialmente en la oficina, lo cual no es correcto, ya que el servicio de atención al cliente está legalmente obligado a facilitarla. Además, también se puede solicitar online, no únicamente de forma presencial, como nos indicaron. En resumen: echamos en falta claridad en la comunicación, coherencia entre los canales de atención y un soporte que realmente ayude a resolver los problemas del cliente.",CaixaBank,1.0
Banco,CaixaBank_N66,2025-04-02 13:47:50+00:00,Ni 250€ como prometieron ni nada,"Ni 250€ como prometieron ni nada. Tengo la nómina domiciliada, más el teléfono y asistencia sanitaria y esos 250€ que te prometían entregar por hacerte cliente donde están?. Granujas de medio pelo. No os merecéis ni el pan que os coméis. No os hagáis clientes de la Caixa nunca.",CaixaBank,1.0
Banco,CaixaBank_N65,2025-04-01 08:49:52+00:00,Muy buena atención en banco y la…,Muy buena atención en banco y la gestora muy bien asesorando En general muy conforme,CaixaBank,4.0
Banco,CaixaBank_N64,2025-03-29 17:33:45+00:00,Lo peor de lo peor,Lo peor de lo peor 7 años con ellos y sólo saben obligarte a hacer seguros y apretarte para cada vez estar más ahorcado Ninguna solución coherente y se los digo consciente que en otro banco encontré la solución a todo! Espero que cada día paguen los daños que han hecho a muchas familias sólo por el Dios dinero,CaixaBank,1.0
Banco,CaixaBank_N63,2025-03-28 15:11:26+00:00,Estafadores,"Estafadores, compré una lavadora de 700 € y tuve que estar luchando con ellos semanas para me devolvieran el dinero, viene rota, les llamo 10 veces y encima te cuelgan o te dicen que te apañes tu solo, ESTAFADORES, NO COMPRÉIS AQUÍ NADA",CaixaBank,1.0
Banco,CaixaBank_N62,2025-03-28 11:46:02+00:00,Estafadores,"Estafadores, estos son los peores de todos y encima se ríen de la gente te estafan descaradamente, he estado con ellos muchos años, hasta que logré deshacer me de ellos el cual me costó mucho, porque con sus políticas amparadas por la ley, hacen y deshacen lo que quieren, ojo con abrir ya cuenta aquí, te dicen que no te van a cobrar y después tiempo al tiempo, con sus políticas que van cambiando y lo que antes no..!! Ahora sí...!! Y las tarjetas..? Sobre todo una myway o algo así, cuidate con esta, ni te la saques que os vais a enterar de lo que es bueno...!!! Si. Lo peor está gente, menudo descanso desde que me fui, ahora ya vivo tranquila, aunque parezca mentira",CaixaBank,1.0
Banco,CaixaBank_N61,2025-03-27 04:51:57+00:00,extorsion a los clientes,soy cliente de caixa banc me marcho en fin me ofrecen su seguro de coche ante la negativa me piden la declaracion de la renta y los contratos de alquiler o me bloqueaban las cuentas en fin una vez que comprueben que soy un ciudanos homrrado me marcho entregado toda la documentacion necesaria para extorsionarme anda que no nos vigila hacienda ya es de risa eh,CaixaBank,1.0
Banco,CaixaBank_N60,2025-03-24 17:09:01+00:00,Malísimo,"Malísimo. La supuesta mejora de la Aplicación es un desastre. Ya no vees los movimientos, no se entiende nada. El servicio lamentable también. Solo llaman para venderte algo.",CaixaBank,1.0
Banco,CaixaBank_N59,2025-03-20 08:55:06+00:00,Te cobran intereses de más y no lo devuelven todo,"Te cobran intereses de más en una hipoteca durante 12 años, y cuando te das cuenta y reclama, reconocen tu reclamación pero solo te devuelven los 4 ultimos. Son unos ladrones.",CaixaBank,1.0
Banco,CaixaBank_N58,2025-03-16 21:26:30+00:00,CaixaBank tiene una atención al…,"CaixaBank tiene una atención al ciudadano que no saben la información que da cada uno te da una información distinta te confunden, y no te arreglas nada eso sí para enviarte publicidad y porquería de encuestas eso sí, os recomiendo que no contrates caixaban a mí me tiene harto ya empezaré trámites a cambiar de banco.",CaixaBank,1.0
Banco,CaixaBank_N57,2025-03-16 20:44:09+00:00,"La caixa, la peor opción","Cobran dinero sin avisar y luego no quieren devolver. Problemas para enviar la tarjeta. No tengo gestor hace meses. Siempre delegan, nunca solucionan nada. Por redes sociales te dicen que llames a un teléfono que no te pueden solucionar nada.",CaixaBank,1.0
Banco,CaixaBank_N56,2025-03-13 11:55:26+00:00,La atención al cliente es penosa,La atención al cliente es penosa. Nunca puedes hablar con nadie y te ves obligado a desplazarte a la oficina si quieres que te atiendan. Los gestores que te asignan solo te contactan cuando te quieren vender algún producto. Si se trata de una duda o problema no te hacen ni caso.,CaixaBank,1.0
Banco,CaixaBank_N55,2025-03-11 22:43:37+00:00,Gastos de escritura hipotecaria.,"Les pedí la devolución de los gastos hipotecarios y me contestaron que no me correspondía, fui a juicio y gané, les pedí también los intereses y no pagaron, tuvimos que ejecutar la sentencia al cabo de 7 meses, el juzgado les tuvo que embargar a caixabank, vergonzoso. Me di de baja todas las cuentas.",CaixaBank,1.0
Banco,CaixaBank_N54,2025-03-11 15:27:19+00:00,𝚐𝚊𝚊𝚛𝚍.𝚒𝚘,"¡Este banco debería disolverse de inmediato! En realidad, es un banco fraudulento registrado oficialmente y protegido por el gobierno. Estoy muy emocionado de poder ayudar con el nombre que aparece en mi titular.",CaixaBank,1.0
Banco,CaixaBank_N53,2025-03-11 14:27:54+00:00,Efectúan practicas ilegales,"Efectúan practicas ilegales, como obligarte a suscribir una seguro para conceder un préstamo. Dan información disfrazada, que no corresponde con la realidad de la póliza. Las pólizas de MY BOX VIDA tienen unas coberturas pésimas, limitadas y tardan muchísimo en pagar. Cuando intentas reclamar NO TE FACILITAN MEDIOS telemáticos, solo remiten atencion de cliente o a la oficinina. Y la colaboración de la oficina es NULA",CaixaBank,1.0
Banco,CaixaBank_N52,2025-03-10 12:34:18+00:00,Son unos ladrones,"Son unos ladrones. Mi madre sacó el otro día 300 euros de la caja, el dinero no salió y encima no se lo han devuelto. Tenemos que estar con denuncias ahora y si hace falta nos personificaremos en el banco hasta que baje el director y nos atienda porque llevamos así ya dos meses. Nos vamos todos de este banco, el peor banco de la historia. Además muy poco seguro, se meten en tu cuenta con mucha facilidad, te hacen movimientos y te quitan el dinero y luego tienes que estar tú perdiendo tu tiempo para pedir que te lo devuelvan.",CaixaBank,1.0
