id_reseña,Fecha,Título,Contenido,Empresa,Calificación
Funidelia_N43,2025-10-28 20:34:50+00:00,Compré una mochila infantil para mi…,Compré una mochila infantil para mi peque y todo el proceso de compra /envío fue bastante bien. Llegó en el tiempo ofrecido y la mochila es exactamente como la foto de la web.,Funidelia,5
Funidelia_N42,2025-10-28 10:34:22+00:00,Muy buen servicio de paquetería,"Muy buen servicio de paquetería, me fue entregado muy rápido. Excelente",Funidelia,5
Funidelia_N41,2025-10-28 10:06:06+00:00,Llegó muy rápido el pedido,Llegó muy rápido el pedido,Funidelia,5
Funidelia_N40,2025-10-27 23:11:21+00:00,Tempo de entrega,Entrega tempestiva,Funidelia,5
Funidelia_N39,2025-10-27 23:08:15+00:00,Geniales,Encuentras lo que buscas,Funidelia,5
Funidelia_N38,2025-10-27 21:47:36+00:00,Muy buena calidad del disfraz y fácil…,"Muy buena calidad del disfraz y fácil compra y recepción. Lo único que me hubiera gustado saber de antemano que la entrega la iba a realizar un Uber, no me avisaron y fue un poco confuso.",Funidelia,5
Funidelia_N37,2025-10-27 13:37:17+00:00,Envío rápido y todo perfecto.,Sin contenido,Funidelia,5
Funidelia_N36,2025-10-27 09:05:04+00:00,Plazos de entrega rápidos,Plazos de entrega rápidos. Tuve que hacer una devolución porque la talla era grande pero todo bien.,Funidelia,5
Funidelia_N35,2025-10-26 22:40:01+00:00,Siempre perfecto,Muy rápido siempre y perfecto,Funidelia,5
Funidelia_N34,2025-10-26 11:52:14+00:00,Perfecto,El disfraz una maravilla y todo muy rápido,Funidelia,5
Funidelia_N33,2025-10-26 10:19:11+00:00,La entrega del pedido muy rápida y el…,La entrega del pedido muy rápida y el disfraz muy bueno. Está muy bien hecho,Funidelia,5
Funidelia_N32,2025-10-26 01:14:23+00:00,Buenas calidad en sus productos,Buenas calidad en sus productos,Funidelia,5
Funidelia_N31,2025-10-26 01:10:22+00:00,Calidad del producto y rapidez de la…,Calidad del producto y rapidez de la entrega,Funidelia,5
Funidelia_N30,2025-10-25 22:31:14+00:00,Disfraz más barato que en otras páginas…,Disfraz más barato que en otras páginas y un servicio cómodo y súper rápido.,Funidelia,5
Funidelia_N29,2025-10-25 21:14:57+00:00,Calidad excelente,"Calidad excelente, precios competitivos y envío muy rápido",Funidelia,5
Funidelia_N28,2025-10-25 15:42:10+00:00,"Tallaje adecuado, envío rápido",La talla corresponde a las medidas que se ven en la tabla. El material está bien y ha llegado rápido. El niño está encantado.,Funidelia,5
Funidelia_N27,2025-10-25 00:58:53+00:00,Todo perfecto,"Llegó muy bien y todo estaba perfecto y a tiempo, gracias 😊",Funidelia,5
Funidelia_N26,2025-10-24 09:20:07+00:00,EXCELENTE EL PRODUCTO Y EL ENVÍO,"El producto es fiel a la dercripción y a las tallas, le queda genial a la peque... el pedido llegó a la puerta de mi casa. La mensajería elegida excelente, ya que vivo en una pedanía.",Funidelia,5
Funidelia_N25,2025-10-23 21:29:58+00:00,Muy bien,Fue en la única tienda que encontré el disfraz que buscaba. La experiencia de compra es buena. El envío muy rápido y el disfraz tiene buena calidad,Funidelia,5
Funidelia_N24,2025-10-23 20:23:28+00:00,Rápido y todo correcto,Llego antes de lo que indicaba y estaba todo ok,Funidelia,5
Funidelia_N23,2025-10-23 17:06:42+00:00,Disfraz perfecto 😃,Sin contenido,Funidelia,5
Funidelia_N22,2025-10-23 09:39:36+00:00,Envío rápido,"Envío rápido, buena calidad",Funidelia,5
Funidelia_N21,2025-10-22 21:34:09+00:00,Disfraz defectuoso,Disfraz defectuoso,Funidelia,1
Funidelia_N20,2025-10-22 21:21:46+00:00,"El disfraz perfecto, pero la pintura no.","El disfraz perfecto, la falla fue la pintura de cara que según era fluorescente y por la imagen da a entender que brilla en la oscuridad y no brilla. Me sentí engañada con las pinturas, porq yo las compré porque según eran fluorescentes.",Funidelia,3
Funidelia_N19,2025-10-22 12:39:19+00:00,El envío llegó rápido y el disfraz era…,El envío llegó rápido y el disfraz era lo que esperaba.,Funidelia,5
Funidelia_N18,2025-10-22 08:53:07+00:00,Beetlejuice,"El pedido se ajusta a lo visto en vuestra web, el traje es de la calidad esperada, buen precio y rápida entrega",Funidelia,5
Funidelia_N17,2025-10-21 21:41:53+00:00,Bien cualidad y precio,Segunda año compramos una disfraz chulo y con bien descuento. Enviar rápido.,Funidelia,5
Funidelia_N16,2025-10-21 21:16:59+00:00,Muy satisfecha,Respondisteis rápido y muy positivamente tras la incidencia,Funidelia,5
Funidelia_N15,2025-10-21 16:15:54+00:00,Muy rápido,La verdad es que fue fácil la búsqueda y el envío muy rápido.,Funidelia,5
Funidelia_N14,2025-10-21 11:02:55+00:00,Buena calidad y envío muy rapido,Sin contenido,Funidelia,5
Funidelia_N13,2025-10-21 09:46:35+00:00,El pedido llegó súper rápido y en…,"El pedido llegó súper rápido y en óptimas condiciones, lástima que necesitaba más cantidad de la que tenían en stock pero el servicio excelente",Funidelia,5
Funidelia_N12,2025-10-20 21:28:41+00:00,Buena gestión,Exactitud en el pedido y cumplimiento en la fecha de entrega,Funidelia,5
Funidelia_N11,2025-10-20 18:55:07+00:00,Perfecto,Todo fue sobre ruedas,Funidelia,5
Funidelia_N10,2025-10-20 10:15:36+00:00,RAPIDEZ,El envio ha sido rapidisimo y los productos de 10,Funidelia,5
Funidelia_N9,2025-10-20 09:26:25+00:00,El pedido más rápido de siempre!,El pedido me ha llegado en menos de 24h. Ha llegado todo en buen estado y los productos son exactamente como los imaginábamos. Recomiendo 100%!,Funidelia,5
Funidelia_N8,2025-10-20 07:33:40+00:00,Envío rápido y traje de buena calidad,Sin contenido,Funidelia,5
Funidelia_N7,2025-10-20 07:18:27+00:00,Buena calidad y rapidez en el envío,Satisfecha con la compra ya que se corresponde con las imágenes y el envío fue rapidísimo.,Funidelia,5
Funidelia_N6,2025-10-20 02:23:56+00:00,Tofo perfecto,Sin contenido,Funidelia,5
Funidelia_N5,2025-10-20 01:48:22+00:00,Variedad de productos,"Variedad de productos, compra fácil, servicio de entrega muy rápido.",Funidelia,5
Funidelia_N4,2025-10-19 07:15:19+00:00,Recomendable 100%,Muy rápido el servicio y la atención al cliente,Funidelia,5
Funidelia_N3,2025-10-18 23:28:50+00:00,Todo genial,Todo genial,Funidelia,5
Funidelia_N2,2025-10-18 21:34:15+00:00,La experiencia de compra excelente,"La experiencia de compra excelente. Lo envían muy rápido. El traje es tal cual se ve en internet. Lo único que cambiaría sería la talla de la parte de arriba, es muy ajustada. Pedí talla 5-6 y mi hijo tiene 4 años, y le queda apretada (es un niño delgado). Los pantalones y el sombrero si cumplen con la talla 5-6.",Funidelia,5
Funidelia_N1,2025-10-18 21:32:59+00:00,Como siempre genial,"Como siempre genial , llega lo que pides y calidad",Funidelia,5
Hawkers_N200,2025-11-14 14:09:45+00:00,Calidad peor a la esperada.,"Compré dos gafas en promoción 2x1 (pedido HWEU3566726) y unas de ellas, modelo ONE LS RAW - POLARIZED BLACK, son de baja calidad con las bisagras de las patillas en plástico. Esto no se muestra claramante en las imágenes de la web de venta ni se indica en la descripción. Su precio era de 39,99e y ahora lo han bajado a 16,99€, que por algo será. Y para devolverlas debo asumir yo los gastos de envío.",Hawkers,1
Hawkers_N199,2025-11-14 12:39:21+00:00,Muy satisfecha,Muy satisfecha,Hawkers,5
Hawkers_N198,2025-11-14 11:39:21+00:00,Me llegaron 2 de los 3 items que pedi,"Me llegaron 2 de los 3 items que pedi, puse una reclamación y no he vuelto a oír nada más. He comprado varias veces antes, pero no volveré a hacerlo.",Hawkers,1
Hawkers_N197,2025-11-14 08:41:19+00:00,Me encantan,Me encantan,Hawkers,5
Hawkers_N196,2025-11-13 21:16:22+00:00,Eficacia y excelente atención,"Siempre me ha gustado comprar en línea, y el envío es totalmente rápido 100% recomendado",Hawkers,5
Hawkers_N195,2025-11-13 20:27:10+00:00,Fue muy rápida la compra y el envío.,Fue muy rápida la compra y el envío.,Hawkers,5
Hawkers_N194,2025-11-13 19:09:10+00:00,La calidad no era la que esperaba,"La calidad no era la que esperaba por el precio pagado. Pero supongo que al comprar en línea, estas cosas pasan",Hawkers,3
Hawkers_N193,2025-11-13 18:23:44+00:00,Envío rápido y todo genial,Envío rápido y todo genial. Tal y como se anuncia. Hawkers siempre quedan bien. Precio genial. Gracias,Hawkers,5
Hawkers_N192,2025-11-13 18:04:06+00:00,Buenos dias tengo varias gafas de…,Buenos dias tengo varias gafas de ustedes son lindas y de buena calidad,Hawkers,4
Hawkers_N191,2025-11-13 17:35:53+00:00,Servicio rápido y buen precio,Servicio rápido y buen precio,Hawkers,5
Hawkers_N190,2025-11-13 17:09:42+00:00,Buen producto mala comunicación con paqueteria,Todo fue perfecto. Sin embargo la paquetería nunca se comunicó conmigo solo la dejo con un vigilante si no me pongo a buscar las fotos de entrega no hubiera sabido a quien entregarin,Hawkers,4
Hawkers_N189,2025-11-13 15:53:21+00:00,Incapacidad de cambiar un producto por…,"Incapacidad de cambiar un producto por el que no estás conforme por otro, además de que si quieres devolver un artículo, tienes que hacerte tu cargo de los gastos de devolución.",Hawkers,1
Hawkers_N188,2025-11-13 14:56:27+00:00,Se ve bien,"Se ve bien, tapa bien el sol y son cómodas",Hawkers,5
Hawkers_N187,2025-11-13 14:08:16+00:00,👍🏻 todo bien gracias,👍🏻 todo bien gracias,Hawkers,5
Hawkers_N186,2025-11-13 13:45:47+00:00,Experiencia de 10 como siempre,"Experiencia de 10 como siempre, me llegaron unas gafas un poco defectuosas y me hicieron un bono por el mismo importe. Todo rapido y sencillo. Eso vale oro! Todas mis gafas son de esta marca!!!",Hawkers,5
Hawkers_N185,2025-11-13 10:59:14+00:00,Por el momento muy satisfecho con el…,Por el momento muy satisfecho con el producto y con la rapide dle envio!!,Hawkers,5
Hawkers_N184,2025-11-13 06:36:43+00:00,Envío basura,"El envío completamente fue una basura tuve que quejarme directamente con la empresa de paqueteria para que entregaran mi paquete, los lentes son muy buenos pero el envío deja mucho que desear en volver a comprar en un futuro",Hawkers,4
Hawkers_N183,2025-11-13 05:10:38+00:00,Siempre el mejor servicio y atención a…,"Siempre el mejor servicio y atención a todo detalle, gracias.",Hawkers,5
Hawkers_N182,2025-11-12 23:25:46+00:00,Empresa seria y cumplida,Empresa seria y cumplida,Hawkers,5
Hawkers_N181,2025-11-12 20:47:07+00:00,La compra fue muy fácil y las gafas que…,La compra fue muy fácil y las gafas que compré preciosas pero tuve que cambiarlas porque me iban un poco grandes y la facilidad para el cambio fue genial…. Así no da miedo comprar online…. Sin complicaciones pude hacer el cambio sin problema y ya tengo mis gafas nuevas perfectas para disfrutarlas,Hawkers,5
Hawkers_N180,2025-11-12 20:21:25+00:00,Super buena experiencia,"Super buena experiencia, tuve un tema con mi confirmacion de pago y me contactaron inmediatamente.",Hawkers,5
Hawkers_N179,2025-11-12 18:04:16+00:00,UNO DE LOS MODELOS LLEGO DAÑADO(ARMAZON…,UNO DE LOS MODELOS LLEGO DAÑADO(ARMAZON CHUECO),Hawkers,2
Hawkers_N178,2025-11-12 14:37:51+00:00,Todo perfecto,Todo perfecto,Hawkers,5
Hawkers_N177,2025-11-12 14:23:40+00:00,Estan un poco chicos,Sin contenido,Hawkers,3
Hawkers_N176,2025-11-12 13:29:18+00:00,Las patilla de ambas gafas venían des…,Las patilla de ambas gafas venían des cuadradas y flojas,Hawkers,1
Hawkers_N175,2025-11-12 13:03:04+00:00,Tuve un problema con unas gafas y lo…,Tuve un problema con unas gafas y lo resolvieron rápidamente. Gracias,Hawkers,5
Hawkers_N174,2025-11-12 12:25:14+00:00,Muy buena calidad y muy rápido,Sin contenido,Hawkers,5
Hawkers_N173,2025-11-12 11:41:39+00:00,Hice un pedido de unas gafas que me…,Hice un pedido de unas gafas que me llegaron defectuosas.Hablé con el servicio de atención al cliente y me lo solucionaron enseguida.Me encanta la marca y seguiré comprando,Hawkers,5
Hawkers_N172,2025-11-12 11:38:51+00:00,Todo correcto y rápido,Todo correcto y rápido,Hawkers,5
Hawkers_N171,2025-11-12 10:44:40+00:00,Perfecto!!,Perfecto!! Las gafas son tal cual en la foto y la entrega super rápida La experiencia fue fabulosa.,Hawkers,5
Hawkers_N170,2025-11-12 10:21:28+00:00,Rapidez de entrega,"Rapidez de entrega, embalado correctamente y gran relación calidad/precio",Hawkers,5
Hawkers_N169,2025-11-12 07:44:27+00:00,Super atención,La atención fue profesional pronta y efectiva,Hawkers,5
Hawkers_N168,2025-11-12 03:58:49+00:00,Los lentes están bien hechos de muy…,Los lentes están bien hechos de muy buen material es la segunda vez que adquiero producto hawkers y me quedo satisfecho,Hawkers,5
Hawkers_N167,2025-11-12 01:05:06+00:00,Gafas tal y como las venden,"Gafas tal y como las venden,envío rápido y en fecha,lo único que en los Dos últimos pedidos no venían con la toallitas para limpiarlas, pero por lo demás gafas muy chulas!!!",Hawkers,4
Hawkers_N166,2025-11-12 00:43:55+00:00,Rapidez y facilidad,Por la rapidez de entrega y las opciones de pago,Hawkers,5
Hawkers_N165,2025-11-12 00:35:32+00:00,Mejor imposible,Envío rápido y producto de calidad,Hawkers,5
Hawkers_N164,2025-11-11 23:38:29+00:00,Increíbles,Sin contenido,Hawkers,5
Hawkers_N163,2025-11-11 23:21:41+00:00,Ya no incluyeron las estampas que tanto…,Ya no incluyeron las estampas que tanto resaltaban en la marca,Hawkers,3
Hawkers_N162,2025-11-11 22:56:06+00:00,Muy buena,"Excelente producto y de buena calidad, muy fácil de comprar en la web",Hawkers,5
Hawkers_N161,2025-11-11 22:25:25+00:00,Todo fue muy rapido y mi pedido me…,Todo fue muy rapido y mi pedido me llego muy rapido y sin problemas,Hawkers,5
Hawkers_N160,2025-11-11 22:24:43+00:00,Siempre un acierto 😍,Están guapísimas las 2 siempre contento con las compras en hawkers,Hawkers,5
Hawkers_N159,2025-11-11 21:39:36+00:00,Hawkers és la mejor marca de gafas que…,"Hawkers és la mejor marca de gafas que conozco y a precios muy económicos, relación calidad precio de 10",Hawkers,5
Hawkers_N158,2025-11-11 20:10:56+00:00,Rapidez y formalidad,Rapidez y formalidad,Hawkers,5
Hawkers_N157,2025-11-11 19:39:47+00:00,Rapida la entrega y son de excelente…,Rapida la entrega y son de excelente calidad,Hawkers,5
Hawkers_N156,2025-11-11 19:12:47+00:00,Agilidad,"Agilidad, pago y entrega en plazo indicado. Saludos.",Hawkers,4
Hawkers_N155,2025-11-11 19:08:49+00:00,Rapidez precio y calidad,Rapidez precio y calidad,Hawkers,5
Hawkers_N154,2025-11-11 18:43:53+00:00,La entrega fue rapida y las gafas de…,La entrega fue rapida y las gafas de gran calidad.,Hawkers,5
Hawkers_N153,2025-11-11 18:11:29+00:00,SATISFECHO,buen precio para la calidad del producto. Rapidez en la entrega,Hawkers,5
Hawkers_N152,2025-11-11 17:11:56+00:00,me encanto,"me encanto el diseño, el color y me gustan mucho por que son muy resisitentes.",Hawkers,5
Hawkers_N151,2025-11-11 16:00:22+00:00,Perfecta en todo,Perfecta en todo,Hawkers,5
Hawkers_N150,2025-11-11 13:20:21+00:00,Buena calidad a precio muy competitivo…,Buena calidad a precio muy competitivo y entrega muy rapida,Hawkers,5
Hawkers_N149,2025-11-11 12:37:00+00:00,Muy buena la verdad...,Sin contenido,Hawkers,5
Hawkers_N148,2025-11-11 06:31:34+00:00,Me gusta mucho el producto,"Me gusta mucho el producto, el precio y el tiempo de entrega.",Hawkers,5
Hawkers_N147,2025-11-10 23:14:02+00:00,muy buen envío,"muy buen envío, producto en buen estado",Hawkers,5
Hawkers_N146,2025-11-10 21:55:16+00:00,Gracias por remediar mi problema,Gracias por remediar mi problema,Hawkers,5
Hawkers_N145,2025-11-10 20:45:47+00:00,Es un buen producto pero la entrega ya…,Es un buen producto pero la entrega ya tarda más y el costo estuvo un poco elevado,Hawkers,4
Hawkers_N144,2025-11-10 20:21:20+00:00,Un acierto ponerles el código de barras en la caja.,"Perdí unas del mismo modelo que compré en este pedido, utilizando el código de barras que viene en parte posterior de la caja, conseguí encontrarlas y volverlas a pedir.",Hawkers,5
Hawkers_N143,2025-11-10 19:49:19+00:00,"Hawkers es buenisimo, solo un producto me acaba de decepcionar","Siempre me han gustado los lentes de Hawkers , la calidad es buenisima y el filtro UV es lo adecuado. El precio me parece justo, solo que esta última vez compré unos One Venm Raw- Clear Blue, y la verdad es que quedé decepcionado, no tienen la calidad de todos los demás productos, el plástico es súper delgado y frágil, el grabado de “hawkers” es malísimo, incluso aún tenía rebaba del proceso de grabación raspado, espero que mejoren ese modelo o mejor lo retiren porque no va con la calidad de Hawkers. 🥲",Hawkers,3
Hawkers_N142,2025-11-10 18:53:13+00:00,Por la calidad del producto,"Por la calidad del producto, entrega a tiempo",Hawkers,4
Hawkers_N141,2025-11-10 18:10:30+00:00,Me encantan,"Me encantan, calidad precio estupendo, buen diseño y duraderas",Hawkers,5
Hawkers_N140,2025-11-10 15:33:29+00:00,Siempre buenos precios,Siempre buenos precios. Envío rápido,Hawkers,5
Hawkers_N139,2025-11-10 15:07:12+00:00,Gafas preciosas y rápidas!,Las gafas siempre son preciosas y los precios asequibles. Además el envío llega rápido y sin problema,Hawkers,5
Hawkers_N138,2025-11-09 14:10:45+00:00,En envio ha estado informado y ha sido…,En envio ha estado informado y ha sido rápido,Hawkers,5
Hawkers_N137,2025-11-09 09:57:10+00:00,Envío rapidísimo,Envío rapidísimo,Hawkers,5
Hawkers_N136,2025-11-09 03:19:20+00:00,Me encantan,Me encantas los lentes ya eh comprado varios y siempre me encantan,Hawkers,5
Hawkers_N135,2025-11-09 01:02:04+00:00,Estan fenomenales,"Estan fenomenales, muy sin cimantarios",Hawkers,5
Hawkers_N134,2025-11-08 23:47:40+00:00,Llego lo que ordene en un buen tiempo …,Llego lo que ordene en un buen tiempo me imagine un estuche rígido para guardarlas,Hawkers,5
Hawkers_N133,2025-11-08 21:18:00+00:00,Fue exactamente como lo ví en la página…,Fue exactamente como lo ví en la página Web Entrega rápida,Hawkers,5
Hawkers_N132,2025-11-08 20:20:30+00:00,cumplen su funcion,"me gusta que son livianas y cumplen su función de descanso porque si tienen un buen filtro azul, el aspecto si bien se puede decir que son unas gafas ,lindas se veían mucho mejor en la foto...",Hawkers,4
Hawkers_N131,2025-11-08 17:32:15+00:00,Llegaron muy rapido,"Llegaron muy rapido, y lo que se pidio excelente!! Sigan asi saludos!!!",Hawkers,5
Hawkers_N130,2025-11-08 04:56:41+00:00,IMAGEN Y COLABORACIÓN,"Me encanta ya tengo algún tiempo utilizando sus lentes.. se me hacen diseños muy bonitos y de buena calidad, de hecho sería espectacular si se diera la oportunidad de colaborar con ustedes",Hawkers,5
Hawkers_N129,2025-11-08 02:52:20+00:00,Los lentes en la publicación y lo que son en realidad cambian el color,Los lentes en la publicación vienen en un tono morado y cuando llegaron son un tono de café oscuro y no me contestaron el mail de aclaración,Hawkers,4
Hawkers_N128,2025-11-08 00:58:52+00:00,Entrega rapida,Entrega al siguiente día y el producto fue lo esperado,Hawkers,5
Hawkers_N127,2025-11-08 00:24:17+00:00,Los lentes que recibí están chuecos,"Los lentes que recibí están muy chuecos. Les he comprado varios modelos y todo bien, pero esta vez recibi unos con las patas muy chuecas, es muy notorio e incomo, inicie el proceso de garantia.",Hawkers,2
Hawkers_N126,2025-11-08 00:20:51+00:00,No me gustó la calidad de las gafas,"No me gustó la calidad de las gafas, el polarizado se rayó con facilidad, tres veces se usaron y ya no están sirviendo",Hawkers,2
Hawkers_N125,2025-11-08 00:16:12+00:00,SERVICIO PERFECTO,Sin contenido,Hawkers,5
Hawkers_N124,2025-11-07 23:29:19+00:00,Calidad precio muy bueno,"Calidad precio muy bueno, muy contento con la calidad de las lentes",Hawkers,5
Hawkers_N123,2025-11-07 20:18:10+00:00,Rapidez y cuidado en la entrega,"Llegaron antes de lo prometido. El empaque cuidado, el servicio inmejorable.",Hawkers,5
Hawkers_N122,2025-11-07 19:55:21+00:00,llegaron 1 gafas defectuosas,"llegaron 1 gafas defectuosas. la política de devolución es: pague el envío de devuelta. considero que no debería ser asi, cuando el problema fue de ustedes, deberían asumir esos costos.",Hawkers,2
Hawkers_N121,2025-11-07 19:46:19+00:00,Buenas gafas.,Sin contenido,Hawkers,5
Hawkers_N120,2025-11-07 18:38:21+00:00,Lucen de lujo,Lucen de lujo Buena calidad los materiales,Hawkers,5
Hawkers_N119,2025-11-07 18:25:27+00:00,No sé si me llegaron defectuosas o la…,"No sé si me llegaron defectuosas o la calidad es realmente pésima, pero se me rompió la bisagra de la patilla al día siguiente sin forzarlas",Hawkers,1
Hawkers_N118,2025-11-07 17:15:29+00:00,El envío fue rápido y la calidad del…,El envío fue rápido y la calidad del producto fue la adecuada,Hawkers,5
Hawkers_N117,2025-11-07 16:35:46+00:00,Fantásticas lo mejor en gafas gracias…,Fantásticas lo mejor en gafas gracias hawkers,Hawkers,5
Hawkers_N116,2025-11-07 12:13:13+00:00,Vivo en canarias y me llego genial!,Vivo en canarias y me llego genial!! y las gafas excelente!!1,Hawkers,5
Hawkers_N115,2025-11-07 10:07:14+00:00,El tiempo de entrega estuvo genial,"El tiempo de entrega estuvo genial, el producto llegó en buen estado y el producto en si es de muy buen a calidad, precio, estilo y funcionalidad",Hawkers,5
Hawkers_N114,2025-11-07 06:24:14+00:00,Bonito color y forma,Bonito color y forma,Hawkers,5
Hawkers_N113,2025-11-07 04:17:48+00:00,Excelente producto y rápido servicio,Excelente producto y rápido servicio. Mas tarde en decidirme por el modelo que lo que me llegaron.,Hawkers,5
Hawkers_N112,2025-11-07 00:23:39+00:00,"El tiempo de entrega, lo mejor",El tiempo de entrega superó mis expectativas. El producto por el precio pagado también.,Hawkers,5
Hawkers_N111,2025-11-07 00:03:00+00:00,SON UN FRAUDE,Me importa V3Rga si me mejoran o no... Son fraude,Hawkers,1
Hawkers_N110,2025-11-06 23:52:52+00:00,Muy buena calidad,"Muy buena calidad, envío súper rápido y excelentes promociones",Hawkers,5
Hawkers_N109,2025-11-06 22:20:59+00:00,Excelente producto,"El producto es excelente pero cuando hice la compra, decía que en 4 días me llegaría mi paquete, pero al hacer el pago, fue una fecha diferente más lejano, aparte de eso todo exelente",Hawkers,3
Hawkers_N108,2025-11-06 21:19:01+00:00,Rápido,"Rápido, eficiente y bueno.",Hawkers,5
Hawkers_N107,2025-11-06 20:16:28+00:00,Pedí unas gafas de marco negro y…,Pedí unas gafas de marco negro y llegaron unas con marco marrón escribi al correo y nadie responde,Hawkers,1
Hawkers_N106,2025-11-06 20:13:25+00:00,Todo bien,Me gusta el producto y fue bastante bien todo.,Hawkers,5
Hawkers_N105,2025-11-06 19:17:43+00:00,Las dimensiones que se indican son irreales,"Las dimensiones que se indican en la página no coinciden con la realidad no de cerca. Y para los sorpresa los costes de devolución corren a mi cuenta, 9€ tirados a la basura en unas gafas que valen 22. Nada recomendable",Hawkers,1
Hawkers_N104,2025-11-06 16:32:04+00:00,Buen producto,"Buen producto, me encanto por el precio. Entrega rápida.",Hawkers,5
Hawkers_N103,2025-11-06 15:36:48+00:00,El envío fue rápido y llegó en perfecto…,"El envío fue rápido y llegó en perfecto estado, bien embalado",Hawkers,5
Hawkers_N102,2025-11-06 14:04:34+00:00,"Hawkers, gracias!",Atendieron mi solicitud con rapidez y calidad.,Hawkers,4
Hawkers_N101,2025-11-06 13:03:35+00:00,perfecto y rápido envio,Sin contenido,Hawkers,5
Hawkers_N100,2025-11-06 10:55:50+00:00,La empresa de transporte (correos) no…,"La empresa de transporte (correos) no realizó su trabajo con pofesionalidda, no trayendo el paquete cuando se les indicaba y faltando a la verdad de la hora concreta en la que pasaba por mi domicilio, pues yo estaba y ponía que no había nadie. Al final, me vi obligado, tras 4 días de idas y venidas a tener que recoger mi pedido de gafas a un punto de recogida.",Hawkers,1
Hawkers_N99,2025-11-06 08:37:15+00:00,Perfecto,Espectacular me encanta,Hawkers,5
Hawkers_N98,2025-11-06 08:10:05+00:00,No he recibido el pedido,No he recibido el pedido. Desde el servicio de atención al cliente no contactan conmigo. He pagado y no me atiende nadie.,Hawkers,1
Hawkers_N97,2025-11-06 06:47:47+00:00,Fue fácil y rápido.,Fue fácil y rápido.,Hawkers,5
Hawkers_N96,2025-11-06 05:57:11+00:00,Buenos productos,Buenos productos y entrega rápida.,Hawkers,5
Hawkers_N95,2025-11-06 04:40:45+00:00,Demora mucho la entrega y el producto…,Demora mucho la entrega y el producto no es lo que esperaba,Hawkers,2
Hawkers_N94,2025-11-06 03:39:41+00:00,Gafas para mirar pantalla y gafas de sol,Muy buena calidad de las gafas para mirar pantalla y pedí las de sol ya que perdí las anteriores y me encantaron,Hawkers,5
Hawkers_N93,2025-11-06 02:19:52+00:00,Genial,"Genial, llegaron súper rápidas,al día siguiente de comprarlas.Fue un regalo, le gustaron mucho.",Hawkers,5
Hawkers_N92,2025-11-06 00:12:42+00:00,He comprado ya varias veces y sienpre…,He comprado ya varias veces y sienpre muy bien y las gafas dan buen resultado,Hawkers,5
Hawkers_N91,2025-11-05 23:30:36+00:00,La entrega fue rápida,La entrega fue rápida,Hawkers,5
Hawkers_N90,2025-11-05 19:35:29+00:00,Estoy muy satisfecho con el tiempo de…,Estoy muy satisfecho con el tiempo de entrega Me encantó que mi pedido llegó más rápido de lo que esperaba,Hawkers,5
Hawkers_N89,2025-11-05 19:04:25+00:00,Buen producto a buen precio,Sin contenido,Hawkers,5
Hawkers_N88,2025-11-05 18:39:55+00:00,LAS GAFAS SON MUY BONITAS Y…,"LAS GAFAS SON MUY BONITAS Y FAVORECEDORAS, PERO EL PRECIO INICIAL ERA UN POCO ELEVADO, AUN ASI LAS COMPRE.",Hawkers,4
Hawkers_N87,2025-11-05 18:07:45+00:00,Algunos rayones,"En una parte lateral, estaban un poco ralladas",Hawkers,3
Hawkers_N86,2025-11-05 14:57:51+00:00,"Hawkers muy bien, mensajeria lamentable","Con hawkers muy bien. Con la empresa de mensajería lamentable, me dejó el paquete en la puerta de mi casa en un piso sin ningún tipo de permiso por mi parte. Si alguien pasa y se lo lleva que?",Hawkers,5
Hawkers_N85,2025-11-05 14:49:03+00:00,Perfectas y preciosas,Perfectas y preciosas! Además el envío fue muy rápido!,Hawkers,5
Hawkers_N84,2025-11-05 12:29:03+00:00,Fantástico,Buen precio. Rapidez. Calidad,Hawkers,5
